edge_type_id target_query source_query delay distance_range syn_weight target_sections model_template dynamics_params
129 pop_name=='['FSI']' * 0.0 "[0.0, 300.0]" 1 ['dend'] pyr2pyr Intbase2FSI.json
130 pop_name=='['LTS']' * 0.0 "[0.0, 300.0]" 1 ['dend'] pyr2pyr Intbase2LTS.json
